"material","provider","thickness","length","width","display","sheet_cost"
"Stainless Steel 304-#4","online-metals",0.03,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.030",35.82
"Stainless Steel 304-2B","online-metals",0.03,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.030",35.82
"Stainless Steel 304","online-metals",0.03,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.030",35.82
"Stainless Steel 304-#4","online-metals",0.03,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.030",11.53
"Stainless Steel 304-2B","online-metals",0.03,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.030",11.53
"Stainless Steel 304","online-metals",0.03,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.030",11.53
"Stainless Steel 304-#4","online-metals",0.03,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.030",28.65
"Stainless Steel 304-2B","online-metals",0.03,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.030",28.65
"Stainless Steel 304","online-metals",0.03,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.030",28.65
"Stainless Steel 304-#4","online-metals",0.024,96,48,"Stainless Steel 304-#4-L-96.000-W-48.000-T-0.024",161.62
"Stainless Steel 304-2B","online-metals",0.024,96,48,"Stainless Steel 304-2B-L-96.000-W-48.000-T-0.024",161.62
"Stainless Steel 304","online-metals",0.024,96,48,"Stainless Steel 304-L-96.000-W-48.000-T-0.024",161.62
"Stainless Steel 304-#4","online-metals",0.024,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.024",71.3
"Stainless Steel 304-2B","online-metals",0.024,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.024",71.3
"Stainless Steel 304","online-metals",0.024,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.024",71.3
"Stainless Steel 304-#4","online-metals",0.024,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.024",54.77
"Stainless Steel 304-2B","online-metals",0.024,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.024",54.77
"Stainless Steel 304","online-metals",0.024,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.024",54.77
"Stainless Steel 304-#4","online-metals",0.024,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.024",48.69
"Stainless Steel 304-2B","online-metals",0.024,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.024",48.69
"Stainless Steel 304","online-metals",0.024,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.024",48.69
"Stainless Steel 304-#4","online-metals",0.024,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.024",36.5
"Stainless Steel 304-2B","online-metals",0.024,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.024",36.5
"Stainless Steel 304","online-metals",0.024,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.024",36.5
"Stainless Steel 304-#4","online-metals",0.024,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.024",24.34
"Stainless Steel 304-2B","online-metals",0.024,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.024",24.34
"Stainless Steel 304","online-metals",0.024,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.024",24.34
"Stainless Steel 304-#4","online-metals",0.024,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.024",18.27
"Stainless Steel 304-2B","online-metals",0.024,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.024",18.27
"Stainless Steel 304","online-metals",0.024,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.024",18.27
"Stainless Steel 304-#4","online-metals",0.024,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.024",6.07
"Stainless Steel 304-2B","online-metals",0.024,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.024",6.07
"Stainless Steel 304","online-metals",0.024,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.024",6.07
"Stainless Steel 304-#4","online-metals",0.024,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.024",12.17
"Stainless Steel 304-2B","online-metals",0.024,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.024",12.17
"Stainless Steel 304","online-metals",0.024,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.024",12.17
"Stainless Steel 304-#4","online-metals",0.024,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.024",24.34
"Stainless Steel 304-2B","online-metals",0.024,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.024",24.34
"Stainless Steel 304","online-metals",0.024,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.024",24.34
"Stainless Steel 304-#4","online-metals",0.018,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.018",160.34
"Stainless Steel 304-2B","online-metals",0.018,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.018",160.34
"Stainless Steel 304","online-metals",0.018,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.018",160.34
"Stainless Steel 304-#4","online-metals",0.018,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.018",53.48
"Stainless Steel 304-2B","online-metals",0.018,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.018",53.48
"Stainless Steel 304","online-metals",0.018,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.018",53.48
"Stainless Steel 304-#4","online-metals",0.018,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.018",41.08
"Stainless Steel 304-2B","online-metals",0.018,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.018",41.08
"Stainless Steel 304","online-metals",0.018,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.018",41.08
"Stainless Steel 304-#4","online-metals",0.018,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.018",36.5
"Stainless Steel 304-2B","online-metals",0.018,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.018",36.5
"Stainless Steel 304","online-metals",0.018,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.018",36.5
"Stainless Steel 304-#4","online-metals",0.018,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.018",27.39
"Stainless Steel 304-2B","online-metals",0.018,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.018",27.39
"Stainless Steel 304","online-metals",0.018,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.018",27.39
"Stainless Steel 304-#4","online-metals",0.018,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.018",18.27
"Stainless Steel 304-2B","online-metals",0.018,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.018",18.27
"Stainless Steel 304","online-metals",0.018,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.018",18.27
"Stainless Steel 304-#4","online-metals",0.018,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.018",9.14
"Stainless Steel 304-2B","online-metals",0.018,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.018",9.14
"Stainless Steel 304","online-metals",0.018,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.018",9.14
"Stainless Steel 304-#4","online-metals",0.018,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.018",18.27
"Stainless Steel 304-2B","online-metals",0.018,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.018",18.27
"Stainless Steel 304","online-metals",0.018,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.018",18.27
"Stainless Steel 304-#4","online-metals",0.018,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.018",4.54
"Stainless Steel 304-2B","online-metals",0.018,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.018",4.54
"Stainless Steel 304","online-metals",0.018,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.018",4.54
"Stainless Steel 304-#4","online-metals",0.018,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.018",13.69
"Stainless Steel 304-2B","online-metals",0.018,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.018",13.69
"Stainless Steel 304","online-metals",0.018,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.018",13.69
"Stainless Steel 304-#4","online-metals",0.015,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.015",270.44
"Stainless Steel 304-2B","online-metals",0.015,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.015",270.44
"Stainless Steel 304","online-metals",0.015,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.015",270.44
"Stainless Steel 304-#4","online-metals",0.015,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.015",88.69
"Stainless Steel 304-2B","online-metals",0.015,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.015",88.69
"Stainless Steel 304","online-metals",0.015,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.015",88.69
"Stainless Steel 304-#4","online-metals",0.015,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.015",69.77
"Stainless Steel 304-2B","online-metals",0.015,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.015",69.77
"Stainless Steel 304","online-metals",0.015,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.015",69.77
"Stainless Steel 304-#4","online-metals",0.015,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.015",62.02
"Stainless Steel 304-2B","online-metals",0.015,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.015",62.02
"Stainless Steel 304","online-metals",0.015,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.015",62.02
"Stainless Steel 304-#4","online-metals",0.015,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.015",47.59
"Stainless Steel 304-2B","online-metals",0.015,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.015",47.59
"Stainless Steel 304","online-metals",0.015,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.015",47.59
"Stainless Steel 304-#4","online-metals",0.015,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.015",32.46
"Stainless Steel 304-2B","online-metals",0.015,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.015",32.46
"Stainless Steel 304","online-metals",0.015,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.015",32.46
"Stainless Steel 304-#4","online-metals",0.015,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.015",10.47
"Stainless Steel 304-2B","online-metals",0.015,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.015",10.47
"Stainless Steel 304","online-metals",0.015,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.015",10.47
"Stainless Steel 304-#4","online-metals",0.015,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.015",20.2
"Stainless Steel 304-2B","online-metals",0.015,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.015",20.2
"Stainless Steel 304","online-metals",0.015,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.015",20.2
"Stainless Steel 304-#4","online-metals",0.015,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.015",32.46
"Stainless Steel 304-2B","online-metals",0.015,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.015",32.46
"Stainless Steel 304","online-metals",0.015,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.015",32.46
"Stainless Steel 304-#4","online-metals",0.015,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.015",25.97
"Stainless Steel 304-2B","online-metals",0.015,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.015",25.97
"Stainless Steel 304","online-metals",0.015,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.015",25.97
"Stainless Steel 304-#4","online-metals",0.012,24,18,"Stainless Steel 304-#4-L-24.000-W-18.000-T-0.012",9.91
"Stainless Steel 304-2B","online-metals",0.12,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.120",943.78
"Stainless Steel 304","online-metals",0.12,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.120",943.78
"Stainless Steel 304-#4","online-metals",0.12,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.120",333.1
"Stainless Steel 304-2B","online-metals",0.12,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.120",333.1
"Stainless Steel 304","online-metals",0.12,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.120",333.1
"Stainless Steel 304-#4","online-metals",0.12,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.120",262.02
"Stainless Steel 304-2B","online-metals",0.12,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.120",262.02
"Stainless Steel 304","online-metals",0.12,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.120",262.02
"Stainless Steel 304-#4","online-metals",0.12,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.120",232.9
"Stainless Steel 304-2B","online-metals",0.12,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.120",232.9
"Stainless Steel 304","online-metals",0.12,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.120",232.9
"Stainless Steel 304-#4","online-metals",0.25,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.250",309.62
"Stainless Steel 304-2B","online-metals",0.25,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.250",309.62
"Stainless Steel 304","online-metals",0.25,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.250",309.62
"Stainless Steel 304-#4","online-metals",0.25,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.250",211.12
"Stainless Steel 304-2B","online-metals",0.25,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.250",211.12
"Stainless Steel 304","online-metals",0.25,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.250",211.12
"Stainless Steel 304-#4","online-metals",0.25,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.250",211.12
"Stainless Steel 304-2B","online-metals",0.25,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.250",211.12
"Stainless Steel 304","online-metals",0.25,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.250",211.12
"Stainless Steel 304-#4","online-metals",0.25,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.250",193.78
"Stainless Steel 304-2B","online-metals",0.25,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.250",193.78
"Stainless Steel 304","online-metals",0.25,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.250",193.78
"Stainless Steel 304-#4","online-metals",0.25,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.250",86.7
"Stainless Steel 304-2B","online-metals",0.25,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.250",86.7
"Stainless Steel 304","online-metals",0.25,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.250",86.7
"Stainless Steel 304-#4","online-metals",0.25,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.250",150.69
"Stainless Steel 304-2B","online-metals",0.25,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.250",150.69
"Stainless Steel 304","online-metals",0.25,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.250",150.69
"Stainless Steel 304-#4","online-metals",0.1875,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.188",1190.54
"Stainless Steel 304-2B","online-metals",0.1875,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.188",1190.54
"Stainless Steel 304","online-metals",0.1875,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.188",1190.54
"Stainless Steel 304-#4","online-metals",0.1875,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.188",330.5
"Stainless Steel 304-2B","online-metals",0.1875,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.188",330.5
"Stainless Steel 304","online-metals",0.1875,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.188",330.5
"Stainless Steel 304-#4","online-metals",0.1875,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.188",420.19
"Stainless Steel 304-2B","online-metals",0.1875,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.188",420.19
"Stainless Steel 304","online-metals",0.1875,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.188",420.19
"Stainless Steel 304-#4","online-metals",0.1875,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.188",293.79
"Stainless Steel 304-2B","online-metals",0.1875,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.188",293.79
"Stainless Steel 304","online-metals",0.1875,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.188",293.79
"Stainless Steel 304-#4","online-metals",0.1875,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.188",225.48
"Stainless Steel 304-2B","online-metals",0.1875,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.188",225.48
"Stainless Steel 304","online-metals",0.1875,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.188",225.48
"Stainless Steel 304-#4","online-metals",0.1875,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.188",176.34
"Stainless Steel 304-2B","online-metals",0.1875,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.188",176.34
"Stainless Steel 304","online-metals",0.1875,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.188",176.34
"Stainless Steel 304-#4","online-metals",0.1875,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.188",141.08
"Stainless Steel 304-2B","online-metals",0.1875,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.188",141.08
"Stainless Steel 304","online-metals",0.1875,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.188",141.08
"Stainless Steel 304-#4","online-metals",0.1875,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.188",63.14
"Stainless Steel 304-2B","online-metals",0.1875,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.188",63.14
"Stainless Steel 304","online-metals",0.1875,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.188",63.14
"Stainless Steel 304-#4","online-metals",0.1875,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.188",109.73
"Stainless Steel 304-2B","online-metals",0.1875,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.188",109.73
"Stainless Steel 304","online-metals",0.1875,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.188",109.73
"Stainless Steel 304-#4","online-metals",0.1875,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.188",176.34
"Stainless Steel 304-2B","online-metals",0.1875,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.188",176.34
"Stainless Steel 304","online-metals",0.1875,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.188",176.34
"Stainless Steel 304-#4","online-metals",0.16,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.160",322.15
"Stainless Steel 304-2B","online-metals",0.16,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.160",322.15
"Stainless Steel 304","online-metals",0.16,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.160",322.15
"Stainless Steel 304-#4","online-metals",0.16,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.160",253.39
"Stainless Steel 304-2B","online-metals",0.16,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.160",253.39
"Stainless Steel 304","online-metals",0.16,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.160",253.39
"Stainless Steel 304-#4","online-metals",0.16,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.160",225.24
"Stainless Steel 304-2B","online-metals",0.16,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.160",225.24
"Stainless Steel 304","online-metals",0.16,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.160",225.24
"Stainless Steel 304-#4","online-metals",0.16,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.160",188.78
"Stainless Steel 304-2B","online-metals",0.16,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.160",188.78
"Stainless Steel 304","online-metals",0.16,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.160",188.78
"Stainless Steel 304-#4","online-metals",0.16,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.160",128.71
"Stainless Steel 304-2B","online-metals",0.16,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.160",128.71
"Stainless Steel 304","online-metals",0.16,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.160",128.71
"Stainless Steel 304-#4","online-metals",0.16,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.160",128.71
"Stainless Steel 304-2B","online-metals",0.16,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.160",128.71
"Stainless Steel 304","online-metals",0.16,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.160",128.71
"Stainless Steel 304-#4","online-metals",0.16,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.160",102.95
"Stainless Steel 304-2B","online-metals",0.16,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.160",102.95
"Stainless Steel 304","online-metals",0.16,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.160",102.95
"Stainless Steel 304-#4","online-metals",0.16,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.160",80.09
"Stainless Steel 304-2B","online-metals",0.16,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.160",80.09
"Stainless Steel 304","online-metals",0.16,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.160",80.09
"Stainless Steel 304-#4","online-metals",0.16,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.160",41.47
"Stainless Steel 304-2B","online-metals",0.16,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.160",41.47
"Stainless Steel 304","online-metals",0.16,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.160",41.47
"Stainless Steel 304-#4","online-metals",0.12,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.120",816.2
"Stainless Steel 304-2B","online-metals",0.12,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.120",816.2
"Stainless Steel 304","online-metals",0.12,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.120",816.2
"Stainless Steel 304-#4","online-metals",0.12,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.120",288.07
"Stainless Steel 304-2B","online-metals",0.12,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.120",288.07
"Stainless Steel 304","online-metals",0.12,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.120",288.07
"Stainless Steel 304-#4","online-metals",0.12,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.120",221.31
"Stainless Steel 304-2B","online-metals",0.12,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.120",221.31
"Stainless Steel 304","online-metals",0.12,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.120",221.31
"Stainless Steel 304-#4","online-metals",0.12,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.120",214.96
"Stainless Steel 304-2B","online-metals",0.12,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.120",214.96
"Stainless Steel 304","online-metals",0.12,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.120",214.96
"Stainless Steel 304-#4","online-metals",0.12,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.120",169.26
"Stainless Steel 304-2B","online-metals",0.12,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.120",169.26
"Stainless Steel 304","online-metals",0.12,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.120",169.26
"Stainless Steel 304-#4","online-metals",0.12,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.120",112.85
"Stainless Steel 304-2B","online-metals",0.12,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.120",112.85
"Stainless Steel 304","online-metals",0.12,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.120",112.85
"Stainless Steel 304-#4","online-metals",0.12,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.120",31.37
"Stainless Steel 304-2B","online-metals",0.12,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.120",31.37
"Stainless Steel 304","online-metals",0.12,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.120",31.37
"Stainless Steel 304-#4","online-metals",0.12,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.120",112.85
"Stainless Steel 304-2B","online-metals",0.12,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.120",112.85
"Stainless Steel 304","online-metals",0.12,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.120",112.85
"Stainless Steel 304-#4","online-metals",0.12,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.120",94.03
"Stainless Steel 304-2B","online-metals",0.12,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.120",94.03
"Stainless Steel 304","online-metals",0.12,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.120",94.03
"Stainless Steel 304-#4","online-metals",0.12,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.120",62.69
"Stainless Steel 304-2B","online-metals",0.12,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.120",62.69
"Stainless Steel 304","online-metals",0.12,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.120",62.69
"Stainless Steel 304-#4","online-metals",0.105,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.105",693.32
"Stainless Steel 304-2B","online-metals",0.105,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.105",693.32
"Stainless Steel 304","online-metals",0.105,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.105",693.32
"Stainless Steel 304-#4","online-metals",0.105,48,36,"Stainless Steel 304-#4-L-48.000-W-36.000-T-0.105",244.7
"Stainless Steel 304-2B","online-metals",0.105,48,36,"Stainless Steel 304-2B-L-48.000-W-36.000-T-0.105",244.7
"Stainless Steel 304","online-metals",0.105,48,36,"Stainless Steel 304-L-48.000-W-36.000-T-0.105",244.7
"Stainless Steel 304-#4","online-metals",0.105,36,36,"Stainless Steel 304-#4-L-36.000-W-36.000-T-0.105",215.69
"Stainless Steel 304-2B","online-metals",0.105,36,36,"Stainless Steel 304-2B-L-36.000-W-36.000-T-0.105",215.69
"Stainless Steel 304","online-metals",0.105,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.105",215.69
"Stainless Steel 304-#4","online-metals",0.105,48,24,"Stainless Steel 304-#4-L-48.000-W-24.000-T-0.105",191.72
"Stainless Steel 304-2B","online-metals",0.105,48,24,"Stainless Steel 304-2B-L-48.000-W-24.000-T-0.105",191.72
"Stainless Steel 304","online-metals",0.105,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.105",191.72
