"material","provider","thickness","length","width","display","sheet_cost"
"Stainless Steel 316L","online-metals",0.075,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.075",924.04
"Stainless Steel 316","online-metals",0.075,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.075",924.04
"Stainless Steel 316L","online-metals",0.075,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.075",252.49
"Stainless Steel 316","online-metals",0.075,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.075",252.49
"Stainless Steel 316L","online-metals",0.075,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.075",214.81
"Stainless Steel 316","online-metals",0.075,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.075",214.81
"Stainless Steel 316L","online-metals",0.075,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.075",202.53
"Stainless Steel 316","online-metals",0.075,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.075",202.53
"Stainless Steel 316L","online-metals",0.075,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.075",155.42
"Stainless Steel 316","online-metals",0.075,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.075",155.42
"Stainless Steel 316L","online-metals",0.075,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.075",117.75
"Stainless Steel 316","online-metals",0.075,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.075",117.75
"Stainless Steel 316L","online-metals",0.075,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.075",117.75
"Stainless Steel 316","online-metals",0.075,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.075",117.75
"Stainless Steel 316L","online-metals",0.075,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.075",94.22
"Stainless Steel 316","online-metals",0.075,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.075",94.22
"Stainless Steel 316L","online-metals",0.075,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.075",73.28
"Stainless Steel 316","online-metals",0.06,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.060",31.45
"Stainless Steel 316L","online-metals",0.048,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.048",447.3
"Stainless Steel 316","online-metals",0.048,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.048",447.3
"Stainless Steel 316L","online-metals",0.048,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.048",197.96
"Stainless Steel 316","online-metals",0.048,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.048",197.96
"Stainless Steel 316L","online-metals",0.048,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.048",155.71
"Stainless Steel 316","online-metals",0.048,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.048",155.71
"Stainless Steel 316L","online-metals",0.048,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.048",138.42
"Stainless Steel 316","online-metals",0.048,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.048",138.42
"Stainless Steel 316L","online-metals",0.048,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.048",118.02
"Stainless Steel 316","online-metals",0.048,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.048",118.02
"Stainless Steel 304","online-metals",0.022,48,24,"Stainless Steel 304-L-48.000-W-24.000-T-0.022",94.82
"Stainless Steel 304-#4","online-metals",0.022,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.022",72.77
"Stainless Steel 304-2B","online-metals",0.022,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.022",72.77
"Stainless Steel 304","online-metals",0.022,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.022",72.77
"Stainless Steel 316L","online-metals",0.048,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.048",80.48
"Stainless Steel 316","online-metals",0.048,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.048",80.48
"Stainless Steel 316L","online-metals",0.048,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.048",80.48
"Stainless Steel 316","online-metals",0.048,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.048",80.48
"Stainless Steel 316L","online-metals",0.048,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.048",64.41
"Stainless Steel 316","online-metals",0.048,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.048",64.41
"Stainless Steel 316L","online-metals",0.048,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.048",50.1
"Stainless Steel 316","online-metals",0.048,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.048",50.1
"Stainless Steel 316L","online-metals",0.048,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.048",25.92
"Stainless Steel 316","online-metals",0.048,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.048",25.92
"Stainless Steel 316L","online-metals",0.036,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.036",406.79
"Stainless Steel 316","online-metals",0.036,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.036",406.79
"Stainless Steel 316L","online-metals",0.036,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.036",148.5
"Stainless Steel 316","online-metals",0.036,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.036",148.5
"Stainless Steel 316L","online-metals",0.036,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.036",116.8
"Stainless Steel 316","online-metals",0.036,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.036",116.8
"Stainless Steel 316L","online-metals",0.036,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.036",115.38
"Stainless Steel 316","online-metals",0.036,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.036",115.38
"Stainless Steel 316L","online-metals",0.036,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.036",88.54
"Stainless Steel 316","online-metals",0.036,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.036",88.54
"Stainless Steel 316L","online-metals",0.036,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.036",60.35
"Stainless Steel 316","online-metals",0.036,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.036",60.35
"Stainless Steel 316L","online-metals",0.036,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.036",60.35
"Stainless Steel 316","online-metals",0.036,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.036",60.35
"Stainless Steel 316L","online-metals",0.036,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.036",48.27
"Stainless Steel 316","online-metals",0.036,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.036",48.27
"Stainless Steel 316L","online-metals",0.036,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.036",37.54
"Stainless Steel 316","online-metals",0.036,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.036",37.54
"Stainless Steel 316L","online-metals",0.036,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.036",19.46
"Stainless Steel 316","online-metals",0.036,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.036",19.46
"Stainless Steel 316L","online-metals",0.03,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.030",425.44
"Stainless Steel 316","online-metals",0.03,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.030",425.44
"Stainless Steel 316L","online-metals",0.03,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.030",110.92
"Stainless Steel 316","online-metals",0.03,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.030",110.92
"Stainless Steel 316L","online-metals",0.03,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.030",126.93
"Stainless Steel 316","online-metals",0.03,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.030",126.93
"Stainless Steel 316L","online-metals",0.03,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.030",98.62
"Stainless Steel 316","online-metals",0.03,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.030",98.62
"Stainless Steel 316L","online-metals",0.03,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.030",51.6
"Stainless Steel 316","online-metals",0.03,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.030",51.6
"Stainless Steel 316L","online-metals",0.03,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.030",75.7
"Stainless Steel 316","online-metals",0.03,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.030",75.7
"Stainless Steel 316L","online-metals",0.03,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.030",32.1
"Stainless Steel 316","online-metals",0.03,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.030",32.1
"Stainless Steel 316L","online-metals",0.03,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.030",41.28
"Stainless Steel 316","online-metals",0.03,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.030",41.28
"Stainless Steel 316L","online-metals",0.03,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.030",51.6
"Stainless Steel 316","online-metals",0.03,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.030",51.6
"Stainless Steel 316L","online-metals",0.03,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.030",16.63
"Stainless Steel 316","online-metals",0.03,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.030",16.63
"Stainless Steel 316L","online-metals",0.024,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.024",288.54
"Stainless Steel 316","online-metals",0.024,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.024",288.54
"Stainless Steel 316L","online-metals",0.024,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.024",110.02
"Stainless Steel 316","online-metals",0.024,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.024",110.02
"Stainless Steel 316L","online-metals",0.024,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.024",86.54
"Stainless Steel 316","online-metals",0.024,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.024",86.54
"Stainless Steel 316L","online-metals",0.024,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.024",76.88
"Stainless Steel 316","online-metals",0.024,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.024",76.88
"Stainless Steel 316L","online-metals",0.024,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.024",59.04
"Stainless Steel 316","online-metals",0.024,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.024",59.04
"Stainless Steel 316L","online-metals",0.024,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.024",40.23
"Stainless Steel 316","online-metals",0.024,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.024",40.23
"Stainless Steel 316L","online-metals",0.024,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.024",40.23
"Stainless Steel 316","online-metals",0.024,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.024",40.23
"Stainless Steel 316L","online-metals",0.024,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.024",32.2
"Stainless Steel 316","online-metals",0.024,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.024",32.2
"Stainless Steel 316L","online-metals",0.024,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.024",25.04
"Stainless Steel 316","online-metals",0.024,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.024",25.04
"Stainless Steel 316L","online-metals",0.024,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.024",12.98
"Stainless Steel 316","online-metals",0.024,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.024",12.98
"Stainless Steel 316L","online-metals",0.018,120,48,"Stainless Steel 316L-L-120.000-W-48.000-T-0.018",288.12
"Stainless Steel 316","online-metals",0.018,120,48,"Stainless Steel 316-L-120.000-W-48.000-T-0.018",288.12
"Stainless Steel 316L","online-metals",0.018,48,36,"Stainless Steel 316L-L-48.000-W-36.000-T-0.018",101.69
"Stainless Steel 316","online-metals",0.018,48,36,"Stainless Steel 316-L-48.000-W-36.000-T-0.018",101.69
"Stainless Steel 316L","online-metals",0.018,36,36,"Stainless Steel 316L-L-36.000-W-36.000-T-0.018",79.98
"Stainless Steel 316","online-metals",0.018,36,36,"Stainless Steel 316-L-36.000-W-36.000-T-0.018",79.98
"Stainless Steel 316L","online-metals",0.018,36,24,"Stainless Steel 316L-L-36.000-W-24.000-T-0.018",54.56
"Stainless Steel 316","online-metals",0.018,36,24,"Stainless Steel 316-L-36.000-W-24.000-T-0.018",54.56
"Stainless Steel 316L","online-metals",0.018,48,24,"Stainless Steel 316L-L-48.000-W-24.000-T-0.018",71.11
"Stainless Steel 316","online-metals",0.018,48,24,"Stainless Steel 316-L-48.000-W-24.000-T-0.018",71.11
"Stainless Steel 316L","online-metals",0.018,24,24,"Stainless Steel 316L-L-24.000-W-24.000-T-0.018",37.2
"Stainless Steel 316","online-metals",0.018,24,24,"Stainless Steel 316-L-24.000-W-24.000-T-0.018",37.2
"Stainless Steel 316L","online-metals",0.018,48,12,"Stainless Steel 316L-L-48.000-W-12.000-T-0.018",37.2
"Stainless Steel 316","online-metals",0.018,48,12,"Stainless Steel 316-L-48.000-W-12.000-T-0.018",37.2
"Stainless Steel 316L","online-metals",0.018,36,12,"Stainless Steel 316L-L-36.000-W-12.000-T-0.018",29.77
"Stainless Steel 316","online-metals",0.018,36,12,"Stainless Steel 316-L-36.000-W-12.000-T-0.018",29.77
"Stainless Steel 316L","online-metals",0.018,12,12,"Stainless Steel 316L-L-12.000-W-12.000-T-0.018",11.98
"Stainless Steel 316","online-metals",0.018,12,12,"Stainless Steel 316-L-12.000-W-12.000-T-0.018",11.98
"Stainless Steel 316L","online-metals",0.018,24,12,"Stainless Steel 316L-L-24.000-W-12.000-T-0.018",23.16
"Stainless Steel 316","online-metals",0.018,24,12,"Stainless Steel 316-L-24.000-W-12.000-T-0.018",23.16
"Stainless Steel 304-#4","online-metals",1,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-1.000",7656.57
"Stainless Steel 304-2B","online-metals",1,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-1.000",7656.57
"Stainless Steel 304","online-metals",1,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-1.000",7656.57
"Stainless Steel 304-#4","online-metals",1,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-1.000",525.45
"Stainless Steel 304-2B","online-metals",1,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-1.000",525.45
"Stainless Steel 304","online-metals",1,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-1.000",525.45
"Stainless Steel 304-#4","online-metals",1,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-1.000",272.1
"Stainless Steel 304-2B","online-metals",1,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-1.000",272.1
"Stainless Steel 304","online-metals",1,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-1.000",272.1
"Stainless Steel 304-#4","online-metals",1,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-1.000",675.58
"Stainless Steel 304-2B","online-metals",1,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-1.000",675.58
"Stainless Steel 304","online-metals",1,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-1.000",675.58
"Stainless Steel 304-#4","online-metals",0.75,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.750",5226.65
"Stainless Steel 304-2B","online-metals",0.75,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.750",5226.65
"Stainless Steel 304","online-metals",0.75,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.750",5226.65
"Stainless Steel 304-#4","online-metals",0.75,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.750",614.9
"Stainless Steel 304-2B","online-metals",0.75,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.750",614.9
"Stainless Steel 304","online-metals",0.75,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.750",614.9
"Stainless Steel 304-#4","online-metals",0.75,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.750",491.94
"Stainless Steel 304-2B","online-metals",0.75,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.750",491.94
"Stainless Steel 304","online-metals",0.75,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.750",491.94
"Stainless Steel 304-#4","online-metals",0.75,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.750",216.37
"Stainless Steel 304-2B","online-metals",0.75,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.750",216.37
"Stainless Steel 304","online-metals",0.75,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.750",216.37
"Stainless Steel 304-#4","online-metals",0.75,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.750",382.61
"Stainless Steel 304-2B","online-metals",0.75,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.750",382.61
"Stainless Steel 304","online-metals",0.75,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.750",382.61
"Stainless Steel 304-#4","online-metals",0.75,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.750",614.9
"Stainless Steel 304-2B","online-metals",0.75,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.750",614.9
"Stainless Steel 304","online-metals",0.75,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.750",614.9
"Stainless Steel 304-#4","online-metals",0.625,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.625",4355.49
"Stainless Steel 304-2B","online-metals",0.625,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.625",4355.49
"Stainless Steel 304","online-metals",0.625,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.625",4355.49
"Stainless Steel 304-#4","online-metals",0.625,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.625",512.41
"Stainless Steel 304-2B","online-metals",0.625,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.625",512.41
"Stainless Steel 304","online-metals",0.625,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.625",512.41
"Stainless Steel 304-#4","online-metals",0.625,12,12,"Stainless Steel 304-#4-L-12.000-W-12.000-T-0.625",189.43
"Stainless Steel 304-2B","online-metals",0.625,12,12,"Stainless Steel 304-2B-L-12.000-W-12.000-T-0.625",189.43
"Stainless Steel 304","online-metals",0.625,12,12,"Stainless Steel 304-L-12.000-W-12.000-T-0.625",189.43
"Stainless Steel 304-#4","online-metals",0.625,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.625",318.85
"Stainless Steel 304-2B","online-metals",0.625,24,12,"Stainless Steel 304-2B-L-24.000-W-12.000-T-0.625",318.85
"Stainless Steel 304","online-metals",0.625,24,12,"Stainless Steel 304-L-24.000-W-12.000-T-0.625",318.85
"Stainless Steel 304-#4","online-metals",0.625,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.625",409.94
"Stainless Steel 304-2B","online-metals",0.625,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.625",409.94
"Stainless Steel 304","online-metals",0.625,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.625",409.94
"Stainless Steel 304-#4","online-metals",0.625,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.625",512.41
"Stainless Steel 304-2B","online-metals",0.625,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.625",512.41
"Stainless Steel 304","online-metals",0.625,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.625",512.41
"Stainless Steel 304-#4","online-metals",0.5,120,48,"Stainless Steel 304-#4-L-120.000-W-48.000-T-0.500",3509.31
"Stainless Steel 304-2B","online-metals",0.5,120,48,"Stainless Steel 304-2B-L-120.000-W-48.000-T-0.500",3509.31
"Stainless Steel 304","online-metals",0.5,120,48,"Stainless Steel 304-L-120.000-W-48.000-T-0.500",3509.31
"Stainless Steel 304-#4","online-metals",0.5,24,24,"Stainless Steel 304-#4-L-24.000-W-24.000-T-0.500",422.25
"Stainless Steel 304-2B","online-metals",0.5,24,24,"Stainless Steel 304-2B-L-24.000-W-24.000-T-0.500",422.25
"Stainless Steel 304","online-metals",0.5,24,24,"Stainless Steel 304-L-24.000-W-24.000-T-0.500",422.25
"Stainless Steel 304-#4","online-metals",0.5,36,24,"Stainless Steel 304-#4-L-36.000-W-24.000-T-0.500",619.29
"Stainless Steel 304-2B","online-metals",0.5,36,24,"Stainless Steel 304-2B-L-36.000-W-24.000-T-0.500",619.29
"Stainless Steel 304","online-metals",0.5,36,24,"Stainless Steel 304-L-36.000-W-24.000-T-0.500",619.29
"Stainless Steel 304-#4","online-metals",0.5,48,12,"Stainless Steel 304-#4-L-48.000-W-12.000-T-0.500",422.25
"Stainless Steel 304-2B","online-metals",0.5,48,12,"Stainless Steel 304-2B-L-48.000-W-12.000-T-0.500",422.25
"Stainless Steel 304","online-metals",0.5,48,12,"Stainless Steel 304-L-48.000-W-12.000-T-0.500",422.25
"Stainless Steel 304-#4","online-metals",0.5,36,12,"Stainless Steel 304-#4-L-36.000-W-12.000-T-0.500",337.79
"Stainless Steel 304-2B","online-metals",0.5,36,12,"Stainless Steel 304-2B-L-36.000-W-12.000-T-0.500",337.79
"Stainless Steel 304","online-metals",0.5,36,12,"Stainless Steel 304-L-36.000-W-12.000-T-0.500",337.79
"Stainless Steel 304-#4","online-metals",0.5,24,12,"Stainless Steel 304-#4-L-24.000-W-12.000-T-0.500",262.71
